client_id,name,registration_date,a_b_group,loyalty_tier,total_visits,last_visit
da33fba8-63f7-4e7f-9a41-4206a0fcdc59,Mr. Dylan Frye MD,2024-11-30 06:48:08.289826,test,Silver,10,2025-03-08 00:17:19.266168
7f45bced-00da-49d8-a0da-591e5d73eeba,Benjamin Brown,2024-03-08 14:20:54.410273,test,Bronze,10,2024-09-22 19:54:22.492888
342927e6-9b84-4ce4-b4ff-f9eb98f99936,Lawrence Edwards,2024-09-28 05:23:20.835383,test,Silver,17,2025-02-26 06:31:11.859027
6c63da3d-d49b-4efb-b725-09a289b5920b,Vanessa Anderson,2024-01-18 03:31:43.414521,test,Bronze,12,2024-10-02 09:34:02.138614
dc108a34-54e0-4d0d-9a25-41f6c842e32b,John Adams,2023-10-20 13:47:26.450547,test,Silver,15,2023-12-12 18:15:51.562495
a9abffbc-5820-4100-8e91-fe4c8c3e2edd,James Gilbert,2023-10-20 19:57:04.389270,treatment,Gold,34,2025-02-06 23:48:29.340586
c193b2ff-a17a-4b84-aad3-33ee7248300d,Garrett Lane,2023-12-06 21:45:49.401823,treatment,Silver,19,2024-12-24 00:43:45.207077
c0c5b165-7366-48c5-959f-ab65de3c86a1,Mr. Jonathan Parker Jr.,2025-03-12 22:45:49.113105,treatment,Bronze,14,2025-04-02 04:04:02.047776
05a1a296-605b-4114-9d12-2347cc49057f,,2025-03-28 14:52:54.590148,treatment,Bronze,6,2025-04-02 20:32:00.096683
0b398bdc-7a4e-40f5-85b6-8a40d9ec89fb,Anthony Simpson,2025-01-26 00:08:52.836259,test,Bronze,6,2025-03-23 05:44:04.134841
c306eb67-55c9-4c79-a86f-383b7fbb02c3,Joshua Boone,2024-03-02 06:12:52.704738,treatment,Silver,12,2025-03-04 02:12:42.338639
53f56605-deda-4b0f-a230-c9777cedfec8,,2024-10-04 21:43:04.786607,test,Bronze,14,2025-03-05 22:48:46.174519
e8db80bd-d85f-4688-bfd1-961c71c5aa85,James Hudson,2023-09-11 15:59:56.945342,treatment,,2,2024-08-02 02:54:26.789815
923b875d-bdfe-43cf-9ab1-f68a5fbd52d4,Jonathan Duran,2023-11-12 19:19:28.155042,test,,2,2025-04-16 05:09:27.570358
1e169d01-5b7e-4ffb-8022-2cc8ac3c5696,Barbara Hester,2024-02-04 05:07:35.943993,treatment,Gold,30,2025-01-21 03:32:13.083494
cb65f11b-ff73-4702-9ffc-7436e316c41f,,2023-12-26 04:04:35.584168,treatment,Gold,35,2025-03-23 11:31:21.650851
0df0739e-21fe-4bde-9e69-baa725a06d6d,Christina Hicks,2024-04-21 18:31:17.764825,treatment,Silver,12,2024-05-08 07:34:40.222438
c3ed6c53-eb80-48b9-9928-6d696e68169b,,2023-07-31 13:51:06.326135,test,Bronze,9,2024-02-26 12:26:45.125018
595022cb-486f-42cb-866c-b1e739b2e05a,,2024-04-02 12:51:03.171131,treatment,Silver,24,2024-09-25 05:03:25.147921
e415db1e-7e97-4937-bc40-cb3951a2bb85,,2024-07-08 08:03:51.505438,treatment,Bronze,13,2024-12-03 14:31:25.568384
72c098e5-9303-4414-b70f-8deffc2393f8,,2023-12-18 01:08:08.341764,treatment,Bronze,5,2024-10-14 00:10:10.031699
fc4b4884-dbe6-4fe3-810a-44b471777f9a,,2023-08-19 04:18:13.322397,treatment,Bronze,11,2025-04-16 05:07:49.249027
7ac72fdf-5bff-49d4-a039-293e00f10726,Elizabeth Rogers,2024-12-17 12:34:03.968518,treatment,,5,2025-02-22 07:05:44.950682
8df8fb1d-e9f8-4ef0-b840-5f1e739a9b43,Elizabeth Cabrera,2024-01-16 13:16:05.318944,treatment,,4,2024-11-22 10:45:45.778381
8773f363-eccc-44e3-95c9-f1d03d77cb9b,Lauren Robles,2024-10-03 07:25:54.379814,treatment,Bronze,6,2025-02-18 08:41:41.910033
a50b4083-cf50-407a-af6c-2e0c525c7081,John Coffey,2024-11-14 08:53:34.141895,treatment,,2,2025-03-17 10:59:00.025546
0174a5de-d62e-47e4-8cfb-3bc178b6b1bc,,2024-06-17 10:12:17.269611,treatment,Bronze,5,2025-01-25 23:57:50.937478
83710418-44dc-4f41-bcae-303250ab6889,,2024-06-21 17:26:45.007294,test,Silver,14,2024-08-12 14:26:04.332533
59d459b1-0835-4b11-9176-94a37b53ce02,Lisa Randall,2023-08-08 10:07:43.028093,test,Silver,14,2024-10-05 04:43:27.503426
9d5252ea-48d5-434c-8503-7de41ca558af,Travis Rodriguez,2023-05-06 07:23:48.013882,test,Bronze,3,2023-12-17 02:45:23.573278
60e14287-5917-4e5c-a2f8-67ac80924bc3,Michael Jenkins,2024-11-08 13:50:17.670877,test,Silver,18,2025-04-08 21:21:53.276306
ac757b8b-8505-4b4e-a3a0-74ca07240205,Nancy Brown,2023-08-01 08:11:30.100295,treatment,Bronze,11,2023-12-09 21:16:29.923441
02622ba7-dc13-452e-9494-6d8b6487da68,Matthew Fox,2023-12-07 15:57:20.855366,treatment,Bronze,8,2024-03-03 11:30:23.104053
ff1527da-eac7-45a1-869d-cf1be538e89d,,2025-02-16 18:19:07.691001,treatment,Gold,19,2025-03-10 17:42:23.989116
34ef059a-03c4-46c3-a2ce-98da26cdc848,Raymond Le,2024-08-04 09:34:55.870161,treatment,Bronze,13,2025-02-01 01:06:05.622018
eeb446bf-b818-4a81-88c4-d9f4d1e83b82,Cheryl Wright,2024-06-03 03:30:11.209307,treatment,Bronze,13,2024-08-14 17:38:26.948408
dfe40563-ca2a-4093-bb6c-0e021cda8fb2,Elizabeth Roberts,2023-09-20 21:17:26.301780,treatment,Silver,23,2024-11-02 02:57:11.572767
e9c3e3f3-30f3-4046-b527-4815e769c08f,Gregory Peck,2024-11-23 12:03:38.664703,treatment,Silver,18,2025-01-03 08:54:47.392253
dd378168-bc8b-4510-91ed-dea92ab0320a,Michael James,2025-04-07 11:05:59.627737,test,Silver,26,2025-04-19 07:44:40.516173
ba3fbcb6-67b6-45ac-9139-31e6d929c7d8,Regina Roberts,2023-11-18 13:59:34.511814,test,Silver,27,2024-11-24 04:50:54.125306
4819beba-558e-4c26-85a6-0109093094e9,Jeremy Scott,2024-04-06 10:23:00.652171,treatment,Bronze,10,2024-06-22 07:46:33.514691
162a5076-3134-4893-a59c-7183c730b073,Taylor Horton,2023-07-31 17:59:57.789185,treatment,Bronze,3,2024-08-22 18:03:46.820759
cd82807d-05eb-449d-b000-4fc36be9e3d7,,2024-06-24 03:25:35.240295,treatment,Bronze,9,2024-09-05 07:40:07.071004
927458a7-56c3-4bc5-ad0b-92afe9b0037d,Kiara Little,2023-05-30 19:38:41.001761,test,Bronze,9,2024-03-11 21:06:20.751273
c69e0378-8c14-47d3-a813-d63c095a7182,Ashlee Townsend,2023-04-26 06:14:04.072736,treatment,Gold,50,2024-05-30 04:45:29.504751
08a5a3f4-cb52-4532-8867-42f4be7d481c,Jennifer Donovan,2025-01-23 03:04:34.917249,test,Bronze,14,2025-03-06 12:55:11.396292
df55bec0-8b16-444c-8211-92b1cf962b79,Victor Morris,2024-08-06 06:58:05.155626,treatment,,5,2025-03-29 03:23:35.811242
752e5ce8-8554-4eeb-a28a-877009ab166a,,2023-06-26 19:46:41.679103,treatment,Silver,16,2024-07-12 16:44:52.350402
2d418690-8d0b-4865-b53e-527b4fb2f5ef,Miranda Zuniga,2025-02-17 13:42:03.720632,test,Silver,17,2025-02-28 16:00:43.184760
57502988-1d85-477d-ac40-82583cf76f0e,,2025-01-25 22:29:28.410980,test,Silver,12,2025-02-10 01:23:37.193431
59764e9e-b8cb-4feb-b012-4f135cb62026,Yolanda Sanders,2024-04-18 08:13:42.732868,treatment,Bronze,9,2025-03-29 14:06:47.549338
2e099a0b-2b64-4ae3-a549-c8e4d4afd96c,Tammy Mcdowell,2023-04-29 05:51:48.178388,test,Bronze,3,2024-06-13 06:49:22.253394
3bd6936a-cb68-459d-ac09-a71caea4679d,William Mitchell,2025-04-13 23:48:46.710660,test,Silver,19,2025-04-18 07:38:20.976973
b98e3b13-1ec9-4cba-9458-e3703835ed64,,2024-04-17 06:25:52.711696,test,Gold,29,2025-03-30 05:47:41.365278
daa3a258-0f55-4523-9894-c4c626437240,Julie Lee,2023-07-13 18:15:53.197536,test,Bronze,11,2023-10-27 02:07:52.579597
708a968c-5d2e-4e3e-87ae-727ed95ab70c,David Lopez,2024-10-11 13:25:37.921849,treatment,Silver,9,2025-03-12 16:47:16.255034
1c73ee38-d6e7-4397-a30d-bd84a2cd8274,Nicole Thompson,2025-01-06 20:56:43.425361,treatment,Bronze,12,2025-04-11 03:15:38.556256
86c9294d-2691-4beb-b3cc-7e83bbbffdd4,Kaylee Miller,2024-08-23 08:28:05.565025,treatment,Bronze,9,2024-10-06 23:54:43.920517
a8b04b7e-642b-44fd-b594-b8f0930254b6,Franklin Wright,2023-10-29 23:21:29.282082,treatment,Bronze,8,2024-03-05 03:36:33.620874
1945ccde-d446-4dad-82be-cc2f9838f56d,Tiffany Turner,2024-10-01 12:37:31.215526,test,Gold,47,2024-10-03 20:11:00.229953
fc8a1f66-cee8-41a3-9499-a53e674687c1,Melissa Brown,2023-07-17 20:03:25.621580,test,Silver,13,2024-01-31 10:55:58.410100
19b113c8-e447-4343-b66b-4df9aa7b44ec,Jonathan Jacobson,2024-09-17 09:49:12.235329,test,Bronze,4,2024-11-23 18:00:07.919311
7985b588-23fd-4500-ab02-98f0b0671528,Thomas Phillips,2024-07-14 10:42:51.011914,test,Bronze,10,2024-09-14 03:11:28.267873
03f9032d-e799-49e9-9a27-535d06a2e590,,2023-07-29 01:03:34.595252,treatment,Bronze,15,2023-11-02 23:55:34.222526
6b136bb9-b51d-41a4-a2fd-336fad814fae,Lisa Perry,2024-05-27 16:18:41.793742,test,Gold,16,2024-10-29 17:04:45.990496
e189bdf5-63d6-4a94-9b89-49928c8ac062,Mary Robinson,2023-10-20 05:50:27.443635,treatment,Silver,27,2024-12-08 03:10:34.745951
f77895da-15a2-4b8c-8e4f-b922971ed26c,Angela Griffin,2024-09-17 13:29:08.634574,treatment,,4,2024-10-04 11:06:23.751119
3f22f31b-c060-4acb-aa75-496eb9f837ec,Amy Kelley,2024-04-25 17:21:08.161062,treatment,Gold,44,2024-11-18 14:25:32.941670
8ed1bed8-24e5-4700-8707-f3cf5ea93a96,Garrett Meyer,2023-07-16 09:15:36.385431,treatment,Silver,19,2023-11-25 23:40:47.728568
830512ad-758b-420f-b721-35fca07056cd,,2024-06-21 10:51:39.675152,test,Silver,30,2024-07-19 03:28:02.541996
5272c335-e59c-4eea-8a23-95b54fde085e,Rhonda Chavez,2024-05-01 09:24:38.380967,test,,3,2024-10-10 19:30:09.932125
6d46712a-23ef-494d-b3f4-4ec7482dc8c6,Joel Roman,2024-10-01 19:35:42.066193,treatment,Gold,36,2024-12-20 20:28:09.211900
d3a56720-bf93-474f-a8e1-3e3b5d8f3fef,Nichole Lane,2023-05-25 13:23:41.696348,treatment,Gold,30,2024-01-20 19:57:14.038895
3cf9e5d1-bb85-409f-85e3-c324b2773333,Zachary Michael,2023-06-11 21:24:22.948653,test,Gold,50,2025-03-07 22:01:58.923172
a5ceb96b-3227-4c1c-b7c7-a263fae67e86,Jason Mack,2024-11-01 21:31:09.023031,test,Silver,28,2025-04-18 05:57:55.344539
64c8045a-106a-416c-9938-cc45617de349,Jennifer Haney,2024-01-26 20:50:41.714947,test,Bronze,5,2025-02-22 03:24:56.774379
f9ba1632-8672-44d5-ac4c-59e53ea45c5c,Jaime Vega,2024-08-17 21:37:29.824791,test,Bronze,9,2024-12-29 03:17:34.739866
cd09d841-2b78-4b56-b72c-e730270e9de8,Hannah White,2024-05-18 22:21:13.438043,treatment,Bronze,14,2024-11-13 16:37:17.828112
b7264f24-4ce9-43fa-a474-c875568cde97,,2024-10-05 03:51:19.396051,test,,1,2024-11-18 10:19:25.619817
b3ec0f70-9ebc-4559-8a84-562852ac4d20,Alexander Evans,2024-08-26 10:52:19.415785,treatment,Bronze,12,2025-01-03 07:18:03.456449
d5a6e34b-c775-4bd4-91c9-79738f671d64,,2024-05-15 01:00:01.905719,treatment,Bronze,6,2025-02-20 13:25:35.395207
9c53bdcf-28f2-42b8-b623-075bddcc86af,,2023-10-20 06:39:29.111771,test,Gold,41,2024-04-27 13:17:11.442478
4f7e0c49-1dfb-4867-964c-dcaef278221a,Timothy Hardy,2023-07-13 21:44:01.949138,test,,1,2024-12-19 11:41:43.096595
96d4ae8c-642c-4581-87e0-418b21d301d9,,2024-02-22 17:19:14.774173,test,Bronze,6,2025-01-12 16:58:00.922513
28252ceb-3ce1-4afd-875b-5f6f51d5ff3c,Alexis Harris,2023-07-05 04:16:06.876656,test,Bronze,15,2023-07-27 05:31:09.596679
ace1b251-20da-4d4e-b724-5837fe271dee,Michele Williams,2024-10-14 10:12:23.621489,treatment,Bronze,15,2024-12-29 15:59:40.521463
f6aed2f4-11e4-444f-b7b8-e5fd9d006e30,Daniel Shields,2023-06-02 16:56:44.024083,test,Gold,39,2024-05-15 00:22:32.562596
06ae793a-7f0f-48b8-97f7-d23315cf4245,Robert Dennis,2023-12-11 10:15:44.511493,test,Bronze,14,2024-10-03 21:47:24.211421
a554b942-e5b3-4108-8d5b-19231dee1cdf,Erica Turner,2023-08-05 02:58:08.400275,treatment,Silver,13,2024-09-21 07:19:28.079721
deabebff-4753-4555-8d43-e6704ef7d72f,Eric Brown,2025-03-15 08:23:51.557062,test,Bronze,9,2025-04-17 10:21:19.492858
0c713471-4f2f-4f8f-a88d-ce932137b79f,Lori Simmons,2024-04-18 12:22:53.694059,test,Bronze,12,2025-04-11 17:53:28.625685
087b7185-301f-41b6-8f40-3d5017b41ba2,Megan Floyd,2023-12-11 07:17:43.247268,test,Bronze,10,2024-07-05 11:43:07.418259
a3c57407-62f0-45a7-b9eb-a28eee9cfda9,James Webster,2024-04-02 08:54:01.813560,test,Gold,35,2025-02-23 00:19:49.060229
aa4a9328-2771-4990-8793-ee73c6bb4c87,Michael Shaffer,2025-02-18 16:11:56.460877,test,Gold,30,2025-03-25 16:48:24.109394
768753fb-fdd0-4211-afca-877bcf20a2fa,Kristin Anderson,2023-10-16 21:04:29.155182,treatment,Bronze,10,2024-02-06 08:08:03.152090
72e83f79-8134-45ff-bd9a-7f061c5e38b3,,2024-08-06 21:07:56.653907,treatment,Silver,27,2025-04-01 21:12:04.154698
debfef08-68a8-4292-8f26-f3ef36bce833,Anna Hardy,2023-09-08 14:49:41.291343,treatment,Bronze,7,2024-02-14 08:51:30.511278
5959b795-abd0-4dce-b900-adf36e6f4f5e,,2024-08-26 13:53:18.900157,test,Gold,21,2025-01-17 07:13:18.959059
79bea3dc-1e88-4ac8-afd6-f95ffdc12c45,Chelsea Gill,2024-10-02 13:34:03.474862,test,Gold,36,2025-01-23 02:41:11.465068
d44e5e03-2ef4-442c-bc80-88868264eb4e,,2024-04-06 15:54:17.827064,test,Gold,35,2025-03-03 07:36:08.013266
837d6745-7425-4590-9b26-4d4006a37918,Tyler Smith,2025-03-07 01:13:51.474392,test,Bronze,12,2025-04-20 05:08:14.084669
ab217dba-7b77-42e1-8478-3e7af3b5f663,Zachary Mendoza,2023-10-16 16:25:22.989812,treatment,Silver,25,2024-09-15 01:57:51.662916
f6290d9b-7ae4-42d1-b1a4-3ead0a145475,Thomas Arnold,2024-11-08 23:19:58.681243,test,Gold,46,2025-01-10 09:27:31.279788
b7a2ae49-08c4-452d-b679-ce40831a84af,Heather Green,2024-05-01 01:50:57.339927,test,Bronze,7,2024-10-25 01:07:39.643902
1fbc518d-de72-4f59-8984-f5684c5b4cd8,,2023-07-03 12:08:52.861877,test,Silver,11,2025-04-09 15:41:44.663856
fef50467-12ba-4f80-ab2f-b9381cc9ab2b,,2024-03-30 10:16:35.604589,test,Bronze,5,2025-02-18 20:18:48.019932
e5e43804-68a8-4f71-8913-21ee5dd2a4f6,Jacqueline Gutierrez,2024-06-06 09:18:33.636129,test,Silver,28,2024-08-16 02:23:40.078584
e52f0e15-450a-41ed-b4b9-a4df5f6529e3,,2023-08-07 01:38:34.067562,test,Gold,23,2024-01-16 18:17:05.032594
676c12bc-e405-47cc-9fed-6156f221648f,,2025-03-05 07:07:43.656848,treatment,Gold,47,2025-04-01 21:32:41.603111
295dc7b9-786d-4785-a1bd-07a4addd677e,,2024-02-21 12:10:27.053138,test,,4,2024-04-26 08:24:27.731194
9cbc3d4b-22e2-40bf-a6f6-6d16ec92c7ee,,2023-12-19 10:26:08.490336,test,Silver,29,2024-06-22 08:58:32.368143
70723701-c622-419b-869d-3b06b0cfae80,Kathryn Pena,2024-09-03 17:47:52.492588,treatment,Gold,38,2024-11-01 23:33:30.573230
a5d0da81-07e5-4fa0-8f53-e9444700183c,,2024-12-12 15:09:04.881199,test,,4,2025-04-17 14:09:41.663350
afa96ba5-e8d3-40bd-8483-b248cc4bc721,Katherine Jackson,2024-11-23 04:31:29.865844,test,Bronze,3,2024-12-18 12:55:54.799514
7992e103-dc8e-4034-b5af-519be6dec49d,Katherine Stark,2024-05-22 11:52:44.240386,test,Gold,19,2024-12-23 03:42:25.780132
8cb991ba-d22a-4ee1-b228-aa290ea64d97,Andrew Bradford,2025-03-12 21:58:48.391011,test,Silver,11,2025-04-08 16:05:32.136132
28caa80e-1cfa-4c14-b5a7-ac96ec4eadea,Jennifer Kirby,2023-10-08 12:46:29.910745,treatment,Bronze,14,2024-11-08 13:16:37.966964
7d73e3ad-eaf6-4d1f-b813-82556627cd5d,Jonathan Brooks,2024-07-16 18:59:11.860124,test,Bronze,8,2025-01-18 22:11:45.721125
fcb8b71c-6e6b-46f5-9db9-37e21cf3aade,Karen Freeman,2023-04-27 07:19:13.807879,test,Gold,46,2024-05-31 14:31:17.131565
ff54713c-f422-4ac6-b306-08216011d3ff,Joseph Hill,2025-04-05 12:05:40.475251,treatment,Bronze,10,2025-04-05 18:51:45.751100
f59051d3-c37a-4851-be62-fd57915d81c0,Megan Drake,2025-02-15 01:06:20.861309,test,Silver,24,2025-02-22 02:23:06.872480
43eec8c4-ee3d-4bb4-8569-11938de97962,Chase Lee,2024-05-11 00:58:10.093789,test,Gold,39,2025-02-17 00:50:08.201749
17c3c619-28c1-4f1b-b9d6-6140be208681,James Watson,2024-02-13 01:40:24.564308,test,,4,2024-10-15 05:10:41.059896
b34b5b09-ad86-4898-9409-bd30bfea27e9,Courtney Sutton DVM,2024-08-12 00:22:36.031796,test,Gold,27,2025-03-17 02:13:46.866319
ec1f4b05-671f-4784-a8eb-0ade07f53f79,Anna Gray,2024-05-30 05:05:31.828117,treatment,Bronze,14,2024-06-17 13:08:07.492666
2016df51-397b-48a0-b69e-99bf15d52302,Christopher Porter,2024-03-04 10:29:29.670243,test,Gold,32,2025-01-22 18:58:29.356815
943d7e43-7450-4269-af00-f8084a5c56ea,Shannon Davis,2024-05-12 06:49:44.974537,test,Silver,25,2024-05-26 22:49:14.619130
be17a17e-b535-4606-9374-40df3f46cd26,,2023-09-23 21:51:29.436892,test,Gold,46,2025-02-04 23:37:27.212560
f931d448-9407-464d-b3f8-2529a2d37d2c,Karen Williams,2023-06-15 18:49:49.198372,test,,1,2025-03-02 15:17:59.152897
a460124d-49cf-44ac-90b2-9af80b17541e,,2025-02-07 09:41:45.696142,treatment,Bronze,11,2025-03-20 20:24:52.975973
b131f4e2-60f1-4543-9ecd-1ed34020a29c,Timothy Edwards,2025-03-24 19:24:43.794102,treatment,Silver,15,2025-04-10 07:57:25.616418
40f17ef2-9742-44d7-8e3d-ac63ee5de3df,Michelle Sanders,2023-06-17 16:13:37.211834,treatment,Gold,46,2023-10-05 05:06:31.722057
5e2d5087-aade-4920-a11c-172ff37201cb,Ruben Price,2025-02-05 08:51:18.893005,treatment,,5,2025-03-02 10:37:59.193501
6694fce1-4bc7-45c2-9f9d-30e06720c5b9,Brenda Hinton,2024-10-02 11:05:02.204568,treatment,Gold,35,2025-01-11 08:50:02.250197
a93756a1-b0c4-4b60-8ae6-53180400dcaa,Amy Kim,2024-12-25 02:38:14.520379,treatment,Silver,26,2025-02-03 05:55:42.247838
a816b5ea-513b-4115-8db9-27d2db37ff0c,Tina Sanders,2024-11-07 12:59:21.539716,test,Silver,12,2024-11-12 10:36:03.096470
3bfcd058-7103-4221-85f0-be3dcca2e299,Willie Henry,2024-01-07 09:18:25.063694,treatment,Silver,26,2025-03-25 06:12:22.118832
eb0c6447-50c6-48ea-bbbf-848fe9ace492,Michael Guerrero,2023-06-24 01:44:38.294031,test,Bronze,11,2024-08-10 05:38:39.701149
6194c07c-9a62-41aa-a56a-e3fc6f066bbf,Michelle Miller,2023-08-13 03:07:25.484739,test,Silver,23,2024-10-25 19:43:28.529294
3bee75d4-336e-4556-9335-d86f2d332ca2,,2024-07-28 12:38:30.564550,treatment,Bronze,6,2025-02-11 07:57:07.560517
ba864245-af3d-4a1c-bed2-763c64396ebc,Brian Smith,2023-12-03 15:47:34.398256,test,Bronze,13,2024-06-02 12:33:23.608624
d29a75e4-1fea-4205-b4c9-3d7a5b5e396c,Casey Lopez,2024-03-15 08:18:27.842070,treatment,Bronze,13,2024-10-24 16:32:34.269780
74bcb480-6620-422a-ad97-eea7452be6ff,Alexander Gomez,2023-06-29 10:57:13.596735,test,Bronze,6,2024-07-29 15:49:38.651788
565acd18-c481-44ba-82a8-355a96d48b16,James Carter,2024-01-30 18:06:41.632441,treatment,Bronze,14,2024-03-08 15:10:29.066238
28bdc67d-96b9-448d-9459-78d7304b7e19,Susan Spence,2024-06-13 06:43:53.631219,test,,0,
b6e28b9c-d3ca-443c-baf3-cc690084f291,James Taylor,2023-11-28 10:41:04.685574,treatment,Bronze,8,2024-08-06 04:33:11.116123
a46da9e5-b659-4852-80d4-8f81b60158e2,,2023-06-07 16:33:54.517524,treatment,Silver,11,2024-03-31 02:58:16.293926
bc527589-b845-4d91-a262-7a7b27259110,John Jones,2023-10-23 08:04:29.353347,treatment,Bronze,7,2024-03-06 03:03:02.334400
19d5b64a-e787-4508-ba68-3b6b9e374a48,Linda Gonzalez,2023-07-09 14:47:02.526091,test,Gold,24,2024-01-24 08:32:58.805882
1e3f49d6-d615-4bed-926e-8e737441f160,Evelyn Oliver,2024-11-29 20:04:42.267606,test,Bronze,6,2025-01-16 00:00:02.081605
eb329971-b11c-4607-9896-910ce7343048,Robert Villarreal,2025-04-03 03:02:51.021713,treatment,Bronze,5,2025-04-05 16:33:28.217153
9fdbce0d-6082-4eb7-aa47-967754dc5e3f,Travis Harris,2023-12-07 23:30:22.720597,treatment,Bronze,6,2025-04-04 04:58:55.244056
7245f2ad-686c-4c04-bc7c-b137d8f0fdb7,Doris Neal,2024-04-15 03:30:01.294011,test,Bronze,5,2024-11-15 06:18:37.503188
bc611f15-a84c-4a2c-b58c-f3465cae5f51,James Velasquez,2024-02-03 12:08:45.308628,treatment,Silver,21,2024-03-25 00:13:39.885011
3ba811ba-d724-4850-8349-77f384ef513e,Leslie Gardner,2024-09-01 10:51:16.183102,treatment,Bronze,12,2025-01-07 08:26:29.437679
5fcd262a-39e8-42a8-a725-9dac1ac9270e,Julia Erickson,2024-03-07 18:10:39.482037,treatment,Bronze,15,2024-07-05 06:15:25.239417
a8b19b27-aa35-444d-b7a3-16e8e02b0f74,Sabrina Flynn,2024-02-15 08:16:11.299957,test,Silver,25,2024-09-17 20:22:30.113546
f09315b1-a566-4345-90f0-76b3adfc3c9c,Dana Hopkins,2024-09-25 22:34:36.955657,test,Bronze,13,2025-03-09 01:54:55.789908
d92ddbbd-11c0-406a-b343-9318689593e8,William Mendoza,2024-02-09 06:07:06.287755,test,Gold,20,2024-09-17 23:58:53.613473
2a0470bf-2ddf-41af-a965-237c2aad0a8a,Melissa Stephens,2024-11-20 01:56:07.458003,treatment,Gold,20,2025-01-14 01:02:31.188491
d665d33c-1861-4925-ad82-e12e5af9edd2,,2025-02-04 14:53:54.815688,treatment,Bronze,12,2025-03-17 14:31:10.184107
5674289d-bd85-4242-8411-427caede2beb,Angela Mack,2024-08-14 20:09:07.982402,test,Silver,25,2024-11-11 15:11:09.837841
cc9a8117-341b-457a-81b7-e7822a0818a1,Amanda Terrell,2024-08-29 08:30:28.530411,treatment,Bronze,8,2024-12-01 12:06:34.492233
09438fdf-a812-48c6-a3b9-f0621cd184a2,Tracie Jordan,2023-04-30 04:18:51.562302,treatment,Silver,28,2023-11-03 04:32:44.210189
0acfb128-548e-4a94-8e42-d92e00c11c39,Kelly Carpenter,2024-06-15 16:08:48.202149,treatment,Silver,12,2024-10-31 23:45:23.901029
85c1b6e7-57a2-4727-836e-2384fbd79108,,2024-02-02 04:34:20.403071,test,Bronze,12,2025-01-10 16:49:06.948836
8652ce3a-ecbe-4448-9a5f-bb579c76b2a1,,2024-06-25 10:16:20.741578,treatment,Bronze,9,2024-11-22 19:57:12.760566
ac76ca3f-3443-4ed1-b53b-1947f7587aa3,,2023-12-30 11:11:54.558175,treatment,Bronze,6,2024-01-11 05:16:08.046234
6c21e4c8-30de-4b4e-a720-16d20d9f9677,Jason Nixon,2023-07-16 06:16:03.911332,test,Bronze,14,2025-03-14 15:35:42.426033
10f83885-ecc9-4a9b-aea1-9884578bf5e2,Eric Gibson,2023-09-20 14:05:40.200363,treatment,Silver,28,2024-06-26 09:05:39.125481
8912e0eb-ae27-4c42-8588-ea9153b6b413,Jeffrey Horton,2023-12-11 10:21:49.171574,test,Silver,14,2024-05-08 19:40:57.276490
8ad0bea3-e4ee-45ab-967a-4a484eabbe9d,Ashley Sweeney,2024-08-07 19:17:36.230949,treatment,Silver,23,2025-01-28 22:20:30.033016
8ae6dbc2-3b8e-40a9-b986-70bb59f54d39,William Sanchez,2023-08-27 21:49:34.225155,test,Bronze,8,2023-12-02 11:29:04.658146
648671f7-f5ef-4352-80e6-0dcda1e7963d,Tina Hall,2024-02-12 08:29:35.028346,test,Gold,34,2024-05-02 12:24:10.988986
d376b0fa-6cf3-407e-a915-e0aa48daf846,Jessica Johnson,2024-07-14 01:37:25.996828,treatment,Silver,25,2024-09-07 16:34:51.894347
33dde1c4-73a0-4774-a2f3-268aad00a62b,Jasmine Bush,2023-09-19 19:06:37.976584,test,Bronze,4,2024-11-29 06:20:39.082791
96a86bc6-723a-4e39-ae23-c0e68af21297,Amy Garcia,2025-01-18 10:31:08.029158,treatment,Gold,21,2025-02-04 22:07:51.501776
534ca7df-0efc-4825-856a-f359e7f4efc4,Jim Baker,2025-01-11 14:43:32.584123,treatment,Bronze,11,2025-03-05 13:33:49.446938
04b6455c-f7cd-4803-baab-13db20768ebf,Linda Carr,2024-06-24 06:28:50.616580,treatment,Gold,37,2024-10-07 05:36:22.948058
d9cbe280-8684-4d3b-9f36-ca01ebd6131a,Lisa Cervantes,2024-09-19 04:26:41.650890,treatment,Silver,28,2024-11-22 01:36:55.907385
ff74a662-3d65-4f77-b304-6d2d3b607887,Angela Anderson,2023-07-17 13:41:23.115135,test,Gold,18,2024-01-30 08:27:37.840483
eb82afa5-1704-456c-a1b7-9f95ca0616c6,Michael Dixon,2024-02-21 23:45:47.119169,test,Bronze,3,2024-04-20 13:53:33.706928
bbd748c9-9c5e-4ae7-a8f7-e8f6dc97de5d,Cody Reid,2024-09-10 00:19:44.592389,test,Bronze,12,2025-02-01 12:20:07.338036
98ec3c81-e9ac-4037-947b-ceb82c8c5119,Ms. Katherine Taylor MD,2024-03-16 22:07:42.139192,treatment,Bronze,4,2024-04-07 10:07:31.237543
fc076348-ec7c-40d8-bb1e-01eadc20d390,Adam Taylor,2024-12-07 23:22:13.444411,test,Silver,28,2025-04-17 01:44:18.674546
a930a03a-f926-4106-bc90-fa7694be7be6,Kathleen Cohen,2024-02-20 02:01:44.839020,treatment,Silver,17,2025-02-12 14:37:31.609134
